epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
181,6121.09,0.887,0.94577,0.01216,0.86181,0.68272,0.7533,0.50411,1.27508,1.1828,0.02495,6.8454e-05,6.8454e-05,6.8454e-05
182,6155.02,0.85978,0.87644,0.01177,0.88545,0.67139,0.75384,0.50179,1.27728,1.18373,0.02525,6.37649e-05,6.37649e-05,6.37649e-05
183,6188.19,0.86322,0.88439,0.01161,0.87271,0.67975,0.75501,0.5048,1.27984,1.16857,0.02541,5.93093e-05,5.93093e-05,5.93093e-05
184,6221.47,0.87583,0.89968,0.01198,0.85847,0.68839,0.75596,0.50376,1.28774,1.17255,0.0253,5.50882e-05,5.50882e-05,5.50882e-05
185,6254.5,0.85476,0.8819,0.01166,0.85758,0.67989,0.75615,0.50123,1.2742,1.18559,0.02512,5.11027e-05,5.11027e-05,5.11027e-05
186,6287.54,0.86256,0.87903,0.01174,0.87347,0.67139,0.75535,0.50383,1.27289,1.19749,0.02525,4.73538e-05,4.73538e-05,4.73538e-05
187,6320.62,0.85733,0.87951,0.01184,0.86751,0.66572,0.75894,0.50676,1.28159,1.15694,0.02554,4.38424e-05,4.38424e-05,4.38424e-05
188,6353.68,0.89011,0.90945,0.01219,0.87158,0.66856,0.75709,0.50471,1.27759,1.17889,0.0253,4.05694e-05,4.05694e-05,4.05694e-05
189,6386.74,0.85857,0.87856,0.01209,0.85812,0.68537,0.7562,0.50632,1.28716,1.16554,0.0255,3.75356e-05,3.75356e-05,3.75356e-05
190,6419.8,0.88437,0.90528,0.01207,0.85531,0.67705,0.75609,0.50352,1.28784,1.17092,0.02549,3.47418e-05,3.47418e-05,3.47418e-05
191,6453.58,0.72652,0.59687,0.01241,0.87574,0.65885,0.74449,0.48473,1.30748,1.22359,0.02589,3.21885e-05,3.21885e-05,3.21885e-05
192,6487.83,0.70969,0.5472,0.01178,0.85852,0.66006,0.72722,0.46749,1.30484,1.23587,0.02585,2.98766e-05,2.98766e-05,2.98766e-05
