epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
30,3027.54,1.42457,1.30041,0.01036,0.87147,0.75379,0.84786,0.51759,1.407,0.91622,0.01719,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524
31,3127.36,1.42925,1.28775,0.01046,0.88227,0.74116,0.85706,0.53275,1.36388,0.88278,0.01697,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
32,3227.61,1.41978,1.28308,0.01018,0.89104,0.75372,0.86073,0.51963,1.42972,0.86515,0.01771,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464
33,3327.79,1.41989,1.29294,0.01043,0.87929,0.76341,0.86335,0.55266,1.33119,0.83889,0.01818,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
34,3428.83,1.41241,1.27204,0.01026,0.88233,0.76691,0.86961,0.53277,1.40392,0.86515,0.01715,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973
35,3528.26,1.39941,1.25911,0.01038,0.85047,0.7756,0.86239,0.54491,1.35833,0.87413,0.01781,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
36,3627.98,1.4055,1.25998,0.0103,0.86459,0.76586,0.85712,0.55344,1.30854,0.85548,0.01618,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057
37,3728.36,1.39256,1.23483,0.01001,0.86631,0.71999,0.84516,0.53911,1.28655,0.89953,0.01566,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
38,3828.61,1.39308,1.21841,0.01016,0.89585,0.74937,0.87005,0.56545,1.27751,0.85934,0.01597,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725
39,3930.09,1.38257,1.22468,0.01018,0.87263,0.78914,0.86606,0.55464,1.29818,0.84548,0.01595,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
40,4029.9,1.37736,1.20008,0.00967,0.90924,0.76389,0.86564,0.54788,1.33525,0.82309,0.01693,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984
41,4130.27,1.38311,1.19483,0.01009,0.88317,0.78914,0.87716,0.57313,1.26379,0.83425,0.01536,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
42,4232.53,1.35685,1.15646,0.00952,0.93024,0.76263,0.87222,0.57288,1.27272,0.82164,0.0155,0.0270253,0.00900844,0.0270253,0.00900844,0.0270253,0.00900844,0.0270253,0.00900844
43,4333.52,1.35571,1.15144,0.0095,0.86762,0.8027,0.87267,0.55423,1.34911,0.79384,0.01792,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
44,4433.62,1.35115,1.1412,0.00949,0.89334,0.76768,0.87637,0.57772,1.25949,0.79063,0.01569,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313
45,4533.52,1.3509,1.14825,0.00937,0.87654,0.78914,0.87425,0.56812,1.29789,0.83427,0.01624,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
46,4633.69,1.33584,1.15887,0.00953,0.91782,0.75758,0.88117,0.58435,1.26252,0.77441,0.01547,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401
47,4735.31,1.34501,1.14048,0.0094,0.91416,0.77525,0.88491,0.55038,1.36431,0.80813,0.01697,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
48,4836.04,1.3533,1.15001,0.00943,0.86357,0.79121,0.87917,0.5745,1.26771,0.77987,0.01643,0.0261335,0.00871117,0.0261335,0.00871117,0.0261335,0.00871117,0.0261335,0.00871117
49,4935.58,1.31955,1.10577,0.0095,0.91079,0.79672,0.88745,0.57269,1.30379,0.75722,0.01587,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
50,5036.1,1.33349,1.12936,0.00928,0.92197,0.79073,0.88856,0.59107,1.26513,0.74931,0.01591,0.0258142,0.00860473,0.0258142,0.00860473,0.0258142,0.00860473,0.0258142,0.00860473
51,5137.76,1.31355,1.06687,0.00925,0.90133,0.80737,0.89275,0.59462,1.2494,0.73377,0.01589,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
52,5238.18,1.32259,1.1129,0.00934,0.91402,0.80051,0.88343,0.59123,1.24049,0.74642,0.01547,0.0254843,0.00849477,0.0254843,0.00849477,0.0254843,0.00849477,0.0254843,0.00849477
